,epoch,loss,loss_test
185,185.0,0.7850132331252099,2.037661214563298
186,186.0,0.7857266986370087,2.03893553126942
187,187.0,0.7846875512599946,2.038958858041202
188,188.0,0.7846633952856064,2.038239544725673
189,189.0,0.7860348370671273,2.039262241858212
190,190.0,0.7861127281188965,2.0420490171820083
191,191.0,0.7854750980436802,2.0408748547661113
192,192.0,0.7852103647589683,2.0429685389931826
193,193.0,0.7861029329895973,2.0375263034341167
194,194.0,0.7851940084993839,2.0395636590406854
195,195.0,0.7849088259041309,2.0372070494820087
196,196.0,0.7850001305341721,2.0445522458795558
197,197.0,0.7851296216249466,2.039684810740425
198,198.0,0.7859043157100678,2.0389749927316756
199,199.0,0.78495211571455,2.040166383121103
200,200.0,0.7860014598071575,2.0407859647975246
201,201.0,0.7846749486029149,2.042056661238645
202,202.0,0.7852896821498871,2.0436599821967874
203,203.0,0.7850889936089516,2.0384160567094933
204,204.0,0.7836092682182789,2.0449459336020728
205,205.0,0.7861283977329732,2.045002818107605
206,206.0,0.7852908191084862,2.0445751155761474
207,207.0,0.7846641024947166,2.0427488407349204
208,208.0,0.7842709355056287,2.0421535133678006
209,209.0,0.7848297771811485,2.04917033662133
210,210.0,0.7843965590000153,2.045025798726209
211,211.0,0.7845090493559838,2.0451068782551403
212,212.0,0.7835042087733746,2.042090199210427
213,213.0,0.7840805430710316,2.0428698668505416
214,214.0,0.7850027069449425,2.049454618902767
215,215.0,0.7830237312614918,2.044760980708076
216,216.0,0.7841817964613438,2.0444909149312718
217,217.0,0.7850890024006367,2.0472827174446797
218,218.0,0.7843392619490623,2.0449385062895993
219,219.0,0.7846831785142422,2.0452798005731347
220,220.0,0.7844317349791528,2.0481440899843837
221,221.0,0.7837594470381737,2.0471617965137257
222,222.0,0.7851865822076798,2.048706481800997
223,223.0,0.7855502633750439,2.047375809700094
224,224.0,0.7847830983996391,2.0470350030909246
225,225.0,0.7840775613486767,2.046640319620224
226,226.0,0.7844076165556908,2.052535837346857
227,227.0,0.7846860539913177,2.0474419332443072
228,228.0,0.7839343520998955,2.050618411385439
229,229.0,0.7845572790503502,2.048430856536416
230,230.0,0.7851846988499165,2.0496607279395036
231,231.0,0.7832621628046036,2.0517390080314266
232,232.0,0.7837864053249359,2.0507640424259206
233,233.0,0.7838978685438633,2.0483430375389875
234,234.0,0.783917707502842,2.050769862644175
235,235.0,0.7835065719485284,2.051545747461166
236,236.0,0.7830930687487125,2.04915053321716
237,237.0,0.7842241796851158,2.05210942253072
238,238.0,0.7836759378015995,2.0494955096015315
239,239.0,0.7831651355326176,2.0508989325181686
240,240.0,0.7843546621501446,2.052243431621694
241,241.0,0.7845899598300458,2.052112908286844
242,242.0,0.7821671879291534,2.055833310366952
243,243.0,0.7848910827934742,2.0513809747236933
244,244.0,0.7837141159176827,2.0568643974110405
245,245.0,0.7846279826760292,2.0534596309304876
246,246.0,0.7837911900877953,2.055468676561978
247,247.0,0.7836108648777008,2.0572316627451444
248,248.0,0.7843466241657734,2.0507622224124358
249,249.0,0.7825598292052746,2.0545098175977
250,250.0,0.7836416451632977,2.0548796239383718
251,251.0,0.783008831590414,2.054343720170903
252,252.0,0.7834252341091633,2.0556114172552995
253,253.0,0.7835757443308831,2.0561787757006558
254,254.0,0.7837116304039955,2.053286231137852
255,255.0,0.7830693244934083,2.055959932306871
256,256.0,0.7840824608504773,2.0552163901813527
257,257.0,0.7845336167514324,2.0557722312243865
258,258.0,0.7827873128652573,2.0541376704200704
259,259.0,0.7839354941248894,2.0568942628442284
260,260.0,0.7826035968959332,2.058388576150578
261,261.0,0.7831751111149788,2.060355657562215
262,262.0,0.7845965072512627,2.0593256045152795
263,263.0,0.7842455998063088,2.057396612065361
264,264.0,0.7835445547103882,2.0570865901396234
265,265.0,0.7818701513111591,2.0567838068314415
266,266.0,0.782919625788927,2.0600943890484897
267,267.0,0.7840972977876663,2.0565423334346096
268,268.0,0.7823054046928882,2.0588581307049103
269,269.0,0.7832158915698528,2.055781990449059
270,270.0,0.7839078192412854,2.0587837555829216
271,271.0,0.784831332564354,2.055718493971595
272,272.0,0.783173146545887,2.059173897625928
273,273.0,0.7826412755250931,2.0571019165018662
274,274.0,0.7836757557094097,2.0567821589383213
275,275.0,0.7834090049564839,2.058425464732124
276,276.0,0.78324049949646,2.0608420372009277
277,277.0,0.7828253692388535,2.059216553514654
278,278.0,0.7830240611732007,2.060605764389038
279,279.0,0.7837704539299012,2.060341036255984
280,280.0,0.7827844898402692,2.0602090033617886
281,281.0,0.7838146272301674,2.057755279668512
282,282.0,0.7836126655340195,2.060001375203464
283,283.0,0.7832101975381375,2.061160304967095
284,284.0,0.7835995018482208,2.0579837018793277
285,285.0,0.7839974024891854,2.0615291818577974
286,286.0,0.7826215459406376,2.06076328830923
287,287.0,0.7830774360895157,2.064026932665371
288,288.0,0.7830511201918126,2.0599106658588755
289,289.0,0.7820517872273922,2.060451088104656
290,290.0,0.7837509800493717,2.0576314792276067
291,291.0,0.784169037938118,2.0606437354164324
292,292.0,0.782864799797535,2.0619410952144763
293,293.0,0.7831987671554089,2.0613368303380546
294,294.0,0.7835494044423104,2.0627991094946223
295,295.0,0.7831258714199066,2.065719404960061
296,296.0,0.7830776318907738,2.0642849774284158
297,297.0,0.7828084537386895,2.059832678759162
298,298.0,0.7814970579743385,2.062088914096037
299,299.0,0.7830059851706028,2.062042375936865
300,300.0,0.7816757445037366,2.060684026881335
301,301.0,0.7838845697045327,2.062411426860381
302,302.0,0.7830289016664028,2.063866046023241
303,303.0,0.7818279002606869,2.0594253642036313
304,304.0,0.7816356641054154,2.0632944935783346
305,305.0,0.7823843936622144,2.0627880555423186
306,306.0,0.7829149048030377,2.0650098852932772
307,307.0,0.782783099859953,2.0615234088132723
308,308.0,0.7828474128246308,2.0628289475160484
309,309.0,0.782431703209877,2.062853929830745
310,310.0,0.782029469460249,2.0610344856180607
311,311.0,0.7820059627294541,2.06471726027402
312,312.0,0.7823365673422814,2.063144371471303
313,313.0,0.7821303014457226,2.065111908045682
314,314.0,0.7819389626383781,2.0650657345266903
315,315.0,0.7822011500597,2.065051129795013
316,316.0,0.7824037477374077,2.0655593113465742
317,317.0,0.7824724189937114,2.0629221373063356
318,318.0,0.7819237907230854,2.0666481141738076
319,319.0,0.782333308160305,2.0631139507905685
320,320.0,0.7822359889745713,2.066965259332708
321,321.0,0.7821415479481221,2.0674020510943816
322,322.0,0.782892933189869,2.0668798455580033
323,323.0,0.7821081291139126,2.0669206113101324
324,324.0,0.7819900006055832,2.0653903854084525
325,325.0,0.7835766384005547,2.0665758631446143
326,326.0,0.7826963147521019,2.0663398274763383
327,327.0,0.7821901355683804,2.0686283411189197
328,328.0,0.7825529007613659,2.06811962408178
329,329.0,0.7827670289576054,2.0661019877316478
330,330.0,0.7819040405750275,2.0674268867880263
331,331.0,0.7823597703874111,2.0657819547755194
332,332.0,0.7822507810592652,2.0664559755733305
333,333.0,0.783055786639452,2.0670450919452197
334,334.0,0.7818596775829793,2.06680264192469
335,335.0,0.7821066461503506,2.06474337348326
336,336.0,0.7820108777284622,2.068954115882914
337,337.0,0.7826557961106301,2.0661960923097986
338,338.0,0.7818531362712383,2.066751652860386
339,339.0,0.7825149548053741,2.067801698643893
340,340.0,0.78273742467165,2.0676904967761933
341,341.0,0.78170295342803,2.068551766681161
342,342.0,0.7818139769136906,2.071720326648039
343,343.0,0.7829848363995552,2.066489581755776
344,344.0,0.7823968063294888,2.066467841041279
345,345.0,0.7817137929797173,2.066866609501966
346,346.0,0.7818891867995262,2.0680015922230193
347,347.0,0.780328299254179,2.066567108592885
348,348.0,0.7818278880417348,2.0704411210860796
349,349.0,0.7827535937726497,2.0708330895173996
