,epoch,loss,loss_test
0,0.0,9.604174889326096,8.29729486914242
1,1.0,7.652069293260574,7.1829599365193575
2,2.0,6.586413335800171,6.054427078063475
3,3.0,5.572774468660355,5.406408172240232
4,4.0,4.872857518792152,4.678614812738755
5,5.0,4.253579253554344,4.229025844584174
6,6.0,3.80957666516304,4.044759736341589
7,7.0,3.5822993087768555,3.766151614367643
8,8.0,3.2260966795682906,3.4663676068107074
9,9.0,3.0059459805488586,3.3702918718205415
10,10.0,2.8352755379676817,3.2876901677585537
11,11.0,2.693753066062927,3.1525552336544913
12,12.0,2.546735094189644,3.0739762706552596
13,13.0,2.690251489877701,3.1618198404975115
14,14.0,2.478668447136879,2.9914944771139376
15,15.0,2.311028101742268,2.9290838369073713
16,16.0,2.191642751693726,2.8198929687234804
17,17.0,2.0938250011205675,2.7306253247082553
18,18.0,2.0114289903640747,2.723809745859972
19,19.0,1.9394553500413896,2.7086455783741994
20,20.0,1.8651498240232467,2.6632198892175194
21,21.0,1.805372241139412,2.5744106769561768
22,22.0,1.7620495852828026,2.567819754707622
23,23.0,1.7062252470850945,2.5061696123949346
24,24.0,1.6546251884102823,2.4849260618342432
25,25.0,1.6087278512120247,2.4839293791011055
26,26.0,1.5751407364010812,2.5074588716986344
27,27.0,1.539244585931301,2.49822526437076
28,28.0,1.515492218732834,2.4674830487705166
29,29.0,1.4742422100901604,2.3932282370042035
30,30.0,1.437608851492405,2.381685751644685
31,31.0,1.414193660914898,2.3812420788933246
32,32.0,1.3893214374780656,2.372541789702553
33,33.0,1.364682589173317,2.332604782466582
34,34.0,1.3547325867414475,2.287558980804076
35,35.0,1.3218605720996857,2.3032058847141776
36,36.0,1.301799328327179,2.3092784499102095
37,37.0,1.2793212509155274,2.2946195372923173
38,38.0,1.2781137037277222,2.2935211907096087
39,39.0,1.2562241160869598,2.342253767232844
40,40.0,1.2341251894831657,2.3152002969527627
41,41.0,1.0363707342743873,2.061485016409726
42,42.0,0.9677462539076805,2.0514999475071134
43,43.0,0.9439277547597885,2.039081746881658
44,44.0,0.9263337969779969,2.032317354079874
45,45.0,0.9171558505296707,2.050574683888073
46,46.0,0.9075621238350868,2.0344447267246757
47,47.0,0.8985015594959259,2.0418550751426
48,48.0,0.8918341714143754,2.0390647911132973
49,49.0,0.8877877825498581,2.0466337554595047
50,50.0,0.8828938548266888,2.0524665984240444
51,51.0,0.8708154040575028,2.0442745366835977
52,52.0,0.8670934382081033,2.054780404835461
53,53.0,0.8640066286921502,2.0487969527270065
54,54.0,0.8614973606169224,2.0600057355860337
55,55.0,0.8607456389069558,2.058482687103557
56,56.0,0.8574036557972431,2.0577501804433402
57,57.0,0.8560034297406673,2.0681449958984865
